Neighborhood,GrLivArea,OverallQual,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,2ndFlrSF,FullBath,HalfBath,BedroomAbvGr,KitchenQual,GarageCars,GarageArea,LotArea,MSZoning,SalePrice
Mitchel,1514,8,1917,1920,1432.0,823,691,2,1,2,Gd,2,454.0,6011,RL,414086
Blueste,2299,5,1926,1974,299.0,994,1305,2,1,3,Gd,2,378.0,14535,RL,338906
Timber,3216,1,1954,1987,1931.0,1535,1681,1,0,3,Gd,1,124.0,1459,RL,353689
Edwards,3923,5,1953,1981,1625.0,3061,862,3,0,1,TA,0,0.0,11444,RL,436349
MeadowV,1881,4,1981,2004,356.0,1059,822,1,1,3,Gd,3,504.0,16093,RL,288961
BrDale,1016,6,1986,2007,255.0,596,420,1,1,2,TA,2,206.0,11223,RL,283191
MeadowV,2018,3,1974,1975,1007.0,849,1169,1,1,1,Gd,0,0.0,7238,FV,245834
Mitchel,585,5,1920,1963,352.0,242,343,1,0,3,TA,2,260.0,12654,RL,199685
NPkVill,1698,2,1943,1948,1755.0,1166,532,3,1,3,Gd,1,230.0,11224,RL,265952
IDOTRR,3764,6,1904,1945,1544.0,2315,1449,2,0,5,TA,1,216.0,1880,RM,457924
Veenker,2858,6,1986,2010,523.0,1724,1134,1,0,1,TA,2,378.0,5774,RL,393044
NridgHt,1642,5,1940,1960,1860.0,816,826,1,1,5,TA,2,488.0,11241,RL,332758
StoneBr,3789,6,1958,1973,949.0,2644,1145,1,1,5,TA,2,330.0,8373,RL,498329
NWAmes,2974,7,1988,2010,755.0,1389,1585,1,0,5,TA,1,187.0,10962,RL,462860
Somerst,2493,5,2004,2010,1717.0,1186,1307,2,0,4,TA,1,123.0,6359,RL,423161
Veenker,3985,1,1953,1991,283.0,2328,1657,2,1,5,Gd,0,0.0,14757,RL,436586
Somerst,2661,8,1973,2000,1335.0,1369,1292,2,1,2,TA,3,612.0,5628,RL,530260
Gilbert,3716,4,1921,1952,98.0,1854,1862,2,1,3,Gd,3,354.0,19078,RL,480693
Veenker,802,9,1982,2009,196.0,527,275,1,0,4,Ex,1,165.0,2221,RH,462024
Gilbert,3291,10,1964,2010,481.0,2173,1118,3,0,5,Gd,3,477.0,4073,RL,716994
MeadowV,1087,6,1963,1971,877.0,793,294,2,1,3,Gd,2,428.0,5762,RL,276324
StoneBr,1486,1,1970,2010,1249.0,842,644,2,0,1,Gd,0,0.0,8033,RH,265082
Veenker,2363,3,1903,1924,1868.0,1014,1349,1,0,1,TA,1,184.0,13074,RL,342237
ClearCr,844,3,1964,1995,614.0,429,415,1,1,3,Ex,1,187.0,10610,RL,240568
Blueste,1313,10,1914,1918,617.0,1039,274,1,0,2,Gd,3,318.0,3165,RL,466673
Somerst,2487,4,2003,2010,1388.0,1587,900,1,1,3,TA,2,210.0,18408,RL,336886
CollgCr,3348,6,1975,1979,367.0,2289,1059,3,1,3,Gd,0,0.0,2011,RL,473235
SWISU,3572,7,1921,1962,569.0,1439,2133,3,0,4,TA,3,396.0,9010,RL,474773
MeadowV,3718,10,1985,2010,589.0,2257,1461,2,0,1,TA,1,157.0,14746,RH,637549
BrDale,1810,4,1946,1955,1098.0,751,1059,3,1,1,Fa,1,244.0,14694,RL,280680
Sawyer,2499,6,1980,2010,1065.0,1568,931,2,0,5,TA,3,627.0,1690,RL,363500
StoneBr,2177,1,1992,2006,421.0,1672,505,2,1,3,Ex,2,282.0,10562,RL,362227
Timber,3624,8,1945,1951,835.0,2853,771,3,0,3,Gd,0,0.0,5787,RL,532984
Mitchel,1827,7,1913,1941,1204.0,1125,702,2,0,2,Gd,0,0.0,11920,RL,389836
NoRidge,1592,9,1949,1995,544.0,928,664,1,0,1,Fa,0,0.0,14870,RL,397236
Sawyer,2908,3,1919,1921,70.0,2262,646,2,1,2,Gd,0,0.0,7366,RL,287513
SWISU,3791,2,1949,1967,1591.0,2537,1254,1,0,4,Gd,2,420.0,5794,RL,415039
Timber,1509,1,1932,1941,1128.0,642,867,3,1,5,Gd,1,196.0,4872,RH,254395
Sawyer,1203,3,1958,1985,1223.0,705,498,3,1,2,TA,1,218.0,13970,RM,238836
Timber,1074,5,1942,1970,1124.0,532,542,2,1,1,Gd,0,0.0,17239,RL,299847
ClearCr,2108,2,1978,1992,767.0,1239,869,1,0,4,Fa,0,0.0,17560,RM,311082
SWISU,3732,3,1911,1945,306.0,2172,1560,2,1,3,Ex,0,0.0,11549,RL,424543
Mitchel,1612,4,1939,1944,1609.0,1020,592,3,1,4,Gd,3,453.0,3611,RM,276973
Veenker,1187,7,1919,1930,1706.0,644,543,2,0,2,Gd,3,723.0,12371,RL,346661
Somerst,3328,3,1993,2010,376.0,1549,1779,2,1,1,TA,1,221.0,8073,RL,389310
NPkVill,3132,9,1937,1974,654.0,1883,1249,1,1,2,TA,1,128.0,8205,RM,491722
Veenker,3136,8,1902,1914,677.0,2295,841,3,0,3,Ex,0,0.0,4942,RL,527233
SawyerW,3730,4,1927,1955,398.0,2482,1248,2,1,3,Ex,3,609.0,7638,RM,472300
NridgHt,988,1,1955,1973,1796.0,528,460,1,0,1,TA,2,200.0,17646,RL,267666
NridgHt,3518,1,1989,1991,220.0,2723,795,2,1,5,Gd,3,384.0,10922,RL,396193
Edwards,1847,1,1993,2000,1618.0,1412,435,1,1,4,Gd,1,168.0,16955,RL,250213
NridgHt,3952,1,1912,1919,,1911,2041,1,0,4,Ex,3,456.0,11405,FV,440503
StoneBr,3673,8,1976,1995,306.0,1527,2146,2,1,3,Ex,1,223.0,7540,RL,636703
MeadowV,993,3,1965,2010,521.0,691,302,3,1,2,Gd,0,0.0,16097,RL,197785
Blueste,2167,6,1936,1939,1419.0,1584,583,3,1,2,Ex,2,,9106,RM,385288
BrDale,2137,3,1948,1968,1013.0,1682,455,1,0,5,Gd,0,0.0,2057,FV,247516
BrDale,518,5,2001,2003,3.0,391,127,3,0,2,TA,0,0.0,7520,RM,215630
Edwards,2944,7,1965,2009,862.0,1884,1060,1,0,4,Gd,2,456.0,11404,RL,504846
NridgHt,1500,2,1935,1942,1937.0,918,582,3,0,2,TA,2,468.0,15616,FV,309534
Blmngtn,3850,6,1953,1975,847.0,1582,2268,2,0,5,Ex,2,488.0,10626,RM,474229
Edwards,1350,6,1925,1940,803.0,673,677,3,1,4,TA,1,226.0,10256,RM,269157
OldTown,1888,3,1974,1986,1304.0,1102,786,1,0,2,Gd,0,0.0,4797,RL,297129
NoRidge,1854,6,1971,1973,214.0,1207,647,1,0,4,TA,1,116.0,11164,RL,383171
OldTown,1867,10,2007,2010,971.0,1162,705,3,0,3,Gd,2,204.0,10074,RL,603891
NoRidge,1321,10,1939,1947,1633.0,920,401,2,1,3,TA,1,128.0,15339,RL,532339
SWISU,954,5,1942,1955,1443.0,488,466,1,1,3,Gd,2,242.0,3121,RL,251623
Blueste,2124,2,1921,1933,100.0,1329,795,1,0,2,Gd,3,459.0,18869,RL,275455
Crawfor,3272,9,1919,1925,962.0,1424,1848,1,1,5,Fa,2,412.0,14017,RL,509036
Crawfor,3636,8,1907,1921,1544.0,2056,1580,1,1,4,TA,0,0.0,19321,RL,587100
Gilbert,3647,3,1928,1934,572.0,2553,1094,1,1,1,Gd,0,0.0,11672,RL,394290
StoneBr,1210,8,1939,1976,1332.0,819,391,2,1,3,Fa,0,0.0,9680,RL,342414
StoneBr,2690,9,1989,2010,657.0,2141,549,3,0,3,Gd,1,248.0,3046,RM,614843
NPkVill,1416,3,1929,1969,938.0,723,693,2,0,1,Ex,0,0.0,7097,RL,281101
Mitchel,3375,3,1980,2001,1954.0,2022,1353,2,1,1,Fa,2,496.0,17583,RL,410812
Gilbert,3152,2,1983,2006,1533.0,1676,1476,1,1,2,Gd,3,360.0,9389,RL,417755
Sawyer,1996,8,1954,2002,1086.0,1150,846,2,1,4,TA,0,0.0,13437,RL,460825
Blmngtn,1940,10,1915,1951,1656.0,1440,500,1,1,3,Gd,1,242.0,8897,RM,522009
NPkVill,804,1,1945,1988,225.0,541,263,2,0,5,TA,3,348.0,7407,RL,158381
Somerst,1235,8,1961,1961,104.0,929,306,1,1,2,TA,0,0.0,4093,RL,374679
CollgCr,2838,7,2006,2010,1997.0,1366,1472,1,0,2,Fa,0,0.0,12438,RL,466493
Mitchel,2463,7,1906,1948,771.0,1845,618,2,1,5,TA,3,474.0,3800,C (all),393179
BrkSide,2649,3,1979,1994,1884.0,1122,1527,2,0,5,Ex,0,,14438,RL,380525
NAmes,2509,1,1944,1989,1448.0,1895,614,3,1,5,TA,1,149.0,9661,RL,298528
IDOTRR,3838,4,1958,1965,1278.0,2040,1798,3,0,1,Gd,2,446.0,6225,RL,436036
Veenker,3414,9,1955,2003,428.0,1795,1619,3,0,3,TA,2,266.0,18764,RL,627438
Timber,3515,5,1947,1971,433.0,2125,1390,2,0,1,TA,3,315.0,5753,RL,399357
IDOTRR,3521,1,1926,1975,1230.0,2733,788,2,1,3,Gd,2,416.0,19932,RL,363360
SawyerW,3389,5,1952,1963,1051.0,1420,1969,1,0,1,TA,0,0.0,16079,RL,405208
BrkSide,1461,8,1986,2010,681.0,790,671,3,1,4,Gd,0,0.0,13400,RL,423627
Blueste,3489,8,1987,2003,1359.0,2591,898,1,0,3,Gd,1,216.0,16462,RL,567380
MeadowV,1526,5,1972,1997,587.0,852,674,1,0,2,Gd,2,434.0,2625,RL,265054
Blueste,2632,9,1934,1979,1651.0,1262,1370,1,1,3,TA,3,318.0,12669,RL,556817
Blmngtn,2875,1,1950,1997,1092.0,1638,1237,1,0,3,Ex,0,0.0,11640,RL,415190
MeadowV,3363,4,1983,1996,865.0,1863,1500,3,1,3,TA,3,651.0,14708,RL,408057
SWISU,1973,3,1936,1976,745.0,1511,462,1,1,4,Ex,0,0.0,19372,RM,263323
NridgHt,3001,2,2005,2010,1536.0,2115,886,2,1,1,TA,0,0.0,19760,RL,398827
Edwards,2447,8,1980,2002,1190.0,1473,974,2,1,2,Ex,1,126.0,2761,RL,505000
Timber,3176,7,1994,2010,863.0,2526,650,2,0,1,TA,2,430.0,10894,RL,462579
NoRidge,3792,9,1956,1961,1753.0,2222,1570,3,0,1,Gd,1,230.0,1372,RL,708062
CollgCr,1677,2,1907,1953,1808.0,709,968,1,1,5,TA,2,314.0,7330,RL,256836
OldTown,1164,4,1978,1982,367.0,587,577,3,0,4,Gd,3,564.0,9017,RL,305808
Timber,511,6,1994,2010,250.0,293,218,1,0,5,TA,2,392.0,14631,RL,278789
Crawfor,1656,3,1993,2010,858.0,766,890,3,1,4,Gd,3,348.0,15236,FV,302653
ClearCr,803,8,2009,2010,855.0,625,178,3,0,1,TA,0,0.0,4876,RL,410157
MeadowV,3864,3,1919,1931,1954.0,2730,1134,1,1,1,Gd,3,384.0,9400,RL,416572
MeadowV,3522,2,2002,2010,1709.0,1786,1736,3,0,4,TA,3,603.0,14912,C (all),354339
SWISU,3871,3,1952,1965,1193.0,2463,1408,1,0,1,Ex,0,0.0,7028,RL,412212
Blmngtn,2263,6,1911,1938,1781.0,1558,705,2,1,1,Gd,3,459.0,1332,C (all),387507
IDOTRR,3330,2,1948,1965,1958.0,2585,745,2,0,2,Gd,3,378.0,12186,RL,405943
BrDale,542,8,1916,1943,1113.0,407,135,2,0,5,Ex,0,0.0,15378,RL,413505
IDOTRR,1443,1,1963,1989,560.0,874,569,3,1,5,Gd,0,0.0,5673,RL,206046
SWISU,2890,7,1941,1972,1469.0,2051,839,2,0,5,Fa,0,0.0,15768,FV,430161
Veenker,1849,2,1993,2010,293.0,1155,694,1,1,3,Fa,2,288.0,14337,C (all),274554
SawyerW,3045,10,1928,1936,918.0,1891,1154,2,0,2,TA,0,0.0,15761,RL,643805
IDOTRR,2911,6,1918,1957,1173.0,1298,1613,2,1,5,Gd,0,0.0,3692,RL,370766
SWISU,1390,2,2009,2010,1155.0,626,764,3,1,5,Gd,3,390.0,12363,RL,259611
StoneBr,2974,2,1910,1929,432.0,1819,1155,1,1,2,TA,1,136.0,19085,RL,326539
NWAmes,1504,10,1997,2010,58.0,763,741,3,1,1,Gd,1,135.0,2117,RM,580553
Crawfor,520,8,1949,1981,968.0,212,308,3,1,5,Fa,2,436.0,7503,RL,296026
MeadowV,906,2,1970,1973,835.0,624,282,1,0,1,Gd,2,208.0,3738,RL,162422
BrDale,3166,7,2007,2010,198.0,1307,1859,3,0,5,Fa,1,151.0,18894,FV,430749
IDOTRR,1514,3,1957,1990,214.0,966,548,1,1,4,Gd,1,148.0,7941,FV,259014
NridgHt,835,8,1933,1980,897.0,514,321,2,0,3,TA,0,0.0,18283,RL,413499
MeadowV,2338,7,1919,1921,1584.0,1841,497,1,1,5,Ex,3,666.0,15326,RL,521181
SawyerW,3688,8,1949,1974,471.0,2189,1499,1,0,4,TA,0,,19530,RH,501423
Gilbert,1647,7,2001,2008,1767.0,700,947,1,0,2,Gd,2,434.0,19571,RL,480138
Somerst,2946,6,1987,1992,246.0,1828,1118,3,1,4,TA,1,,18363,RL,405491
Crawfor,3340,7,1909,1924,381.0,2459,881,1,1,2,TA,2,488.0,3135,RL,491261
StoneBr,2327,5,1931,1954,990.0,1858,469,1,0,5,Gd,0,,13522,C (all),334755
MeadowV,1214,7,1951,1998,1262.0,694,520,1,0,2,Gd,2,286.0,3477,RL,331650
Blueste,550,1,1914,1952,926.0,290,260,2,1,4,Gd,2,280.0,9442,RL,126920
BrDale,823,1,2000,2010,1390.0,627,196,1,0,3,Gd,3,726.0,1448,RL,179005
Mitchel,1288,9,1983,2010,1191.0,613,675,3,0,1,Gd,2,298.0,19179,FV,447684
Sawyer,640,5,1902,1914,,413,227,1,1,1,Gd,0,0.0,14405,RM,216308
NWAmes,969,5,1936,1940,1074.0,544,425,1,0,3,Gd,3,507.0,3044,RM,272766
Blueste,1286,3,1939,1963,1834.0,535,751,2,1,1,TA,2,416.0,2946,RL,223697
Timber,2325,5,1971,1990,1633.0,1252,1073,1,1,5,TA,0,0.0,11164,FV,373296
NWAmes,1857,3,1939,1956,1974.0,939,918,3,1,5,Gd,1,208.0,14966,RM,286546
Blmngtn,2416,9,2007,2010,,1629,787,1,0,4,TA,3,582.0,4967,RM,536046
NAmes,1463,9,1955,1972,688.0,1140,323,3,0,4,TA,2,286.0,18260,RH,461855
Blueste,3555,6,1922,1923,379.0,1803,1752,2,1,2,TA,2,332.0,12587,RL,521630
Timber,872,1,2003,2010,473.0,631,241,1,1,4,Gd,3,498.0,17602,RL,258151
SawyerW,3041,7,1910,1954,1103.0,1283,1758,2,0,5,Gd,0,0.0,14310,FV,515041
ClearCr,2192,7,2009,2010,696.0,1348,844,1,0,4,TA,2,318.0,6079,RM,440279
Blueste,3298,10,1963,2009,1390.0,1412,1886,3,0,1,TA,0,0.0,9487,RL,653563
NoRidge,1679,10,1907,1918,1484.0,1298,381,2,1,2,Gd,3,444.0,14329,RL,657231
Sawyer,2838,4,1992,2010,910.0,2005,833,1,1,2,TA,2,228.0,4272,RL,361830
Crawfor,2171,8,1993,2005,1562.0,1439,732,3,0,5,Gd,1,172.0,19729,RL,540601
BrkSide,3715,6,1955,2004,1475.0,2710,1005,2,0,4,Ex,1,242.0,12440,RL,523399
SawyerW,605,4,1959,2005,1487.0,398,207,1,0,1,TA,1,147.0,19311,C (all),221824
Gilbert,1943,4,1909,1919,959.0,1530,413,2,1,4,TA,3,513.0,16147,RL,308724
MeadowV,3217,2,1938,1956,477.0,2205,1012,1,1,3,Gd,2,424.0,15723,RL,264577
NoRidge,2181,2,1927,1961,1003.0,1679,502,3,0,4,TA,3,684.0,2788,RL,292425
MeadowV,501,4,1948,1986,925.0,304,197,3,0,5,Fa,2,468.0,10427,RL,160719
Blmngtn,3136,5,1935,1960,1443.0,1401,1735,2,1,4,TA,1,152.0,11206,RL,434560
Veenker,3191,8,1912,1957,706.0,1950,1241,2,1,2,TA,1,117.0,3102,RL,558634
MeadowV,2637,6,1995,2008,1237.0,1188,1449,1,0,1,Ex,0,0.0,16927,RL,553291
OldTown,3916,4,1935,1979,1392.0,2494,1422,3,0,5,Gd,3,441.0,4820,RL,464863
OldTown,849,7,2000,2010,853.0,503,346,1,0,3,Gd,3,387.0,7196,RL,356069
Timber,1786,8,1925,1948,1137.0,1159,627,3,1,1,TA,0,0.0,16544,RL,416392
NAmes,3922,2,1985,2010,1016.0,1584,2338,2,0,1,TA,1,106.0,4611,RL,350554
StoneBr,3679,7,1903,1903,753.0,1758,1921,1,1,2,Gd,1,191.0,19989,RL,593908
Sawyer,1562,2,1994,2010,502.0,931,631,1,1,2,Gd,3,636.0,19651,FV,268467
BrkSide,3456,2,1981,2002,1659.0,2696,760,3,0,2,Gd,2,204.0,9309,RL,409396
Mitchel,2706,8,1963,1985,816.0,1497,1209,3,0,5,Gd,1,206.0,13206,RM,519385
Somerst,3506,2,1937,1955,587.0,1997,1509,3,1,4,Fa,0,0.0,13527,RL,328789
ClearCr,2859,9,1987,2004,1334.0,1960,899,2,0,1,TA,0,0.0,6762,RM,574662
Veenker,3812,1,1986,1997,1492.0,2445,1367,1,1,4,Gd,0,0.0,14360,RL,443907
SWISU,944,9,1921,1948,1847.0,490,454,3,0,4,TA,3,342.0,4758,RL,462077
SawyerW,2845,1,1901,1928,,1605,1240,2,0,2,TA,3,570.0,5030,RL,251287
Somerst,1451,10,1930,1962,,706,745,3,0,4,TA,3,540.0,8847,RL,539759
Mitchel,535,10,1910,1928,1067.0,420,115,1,0,1,Gd,3,735.0,1327,RL,418256
Blueste,1607,2,1991,2010,1438.0,726,881,3,1,1,Gd,0,0.0,16808,RL,282471
CollgCr,1975,6,1945,1993,1721.0,1083,892,1,1,3,Gd,0,0.0,7723,C (all),397246
NPkVill,2298,6,1995,2010,1878.0,942,1356,2,1,5,TA,3,657.0,13753,RL,424442
Blmngtn,2345,1,1961,1986,1269.0,1146,1199,2,0,4,TA,3,480.0,18857,RL,309458
NPkVill,1908,7,1968,2002,1972.0,1358,550,3,1,5,TA,0,0.0,18022,RL,427525
Somerst,1695,8,1963,1996,1107.0,814,881,1,1,5,Gd,3,375.0,10560,C (all),522935
Somerst,1899,2,2001,2010,206.0,820,1079,1,1,5,Gd,3,642.0,17161,RL,334133
BrDale,2208,8,1909,1948,150.0,1302,906,1,0,5,Gd,3,417.0,18525,RL,490235
Edwards,1885,9,1939,1954,667.0,761,1124,3,1,1,Fa,3,561.0,13776,RL,384046
NoRidge,3106,6,2009,2010,527.0,1347,1759,1,0,4,Gd,1,215.0,14238,RL,515685
NridgHt,3438,5,1923,1935,164.0,2485,953,1,0,3,Ex,3,705.0,17977,RM,411369
SWISU,2688,9,1998,2010,916.0,1904,784,1,1,5,Fa,0,0.0,11349,C (all),402757
BrDale,3434,9,1943,1964,1998.0,2630,804,1,0,3,TA,0,0.0,19331,RL,650751
BrkSide,3689,1,1959,1974,1168.0,2736,953,3,1,1,TA,0,0.0,6914,RL,310561
BrDale,1800,3,1961,1988,1009.0,1211,589,3,1,1,Ex,0,0.0,12983,RL,284462
Crawfor,3273,9,1986,2010,36.0,1377,1896,1,1,2,TA,3,390.0,12987,RL,659338
StoneBr,1743,2,1916,1950,332.0,1243,500,1,1,5,Gd,1,,5101,RL,263094
OldTown,3597,4,1964,2008,402.0,2655,942,2,1,2,TA,2,344.0,9580,RL,404030
Mitchel,1020,4,1994,2010,413.0,734,286,2,0,3,Ex,2,392.0,8676,RL,275684
NoRidge,2306,2,1994,2001,44.0,1391,915,1,1,4,Gd,2,378.0,11448,RM,327868
SWISU,509,3,2005,2010,1425.0,251,258,1,0,2,TA,2,286.0,15360,RL,201515
Somerst,1483,3,1956,1977,205.0,1094,389,2,1,1,TA,0,0.0,18583,RH,243456
Veenker,2925,1,1954,1974,61.0,2020,905,2,1,5,TA,3,390.0,3044,RM,316283
ClearCr,2156,6,2005,2010,419.0,1708,448,1,1,3,Ex,3,648.0,19937,RM,479007
NridgHt,2160,8,1952,1991,867.0,998,1162,3,0,1,Gd,2,350.0,13153,RL,503928
NoRidge,3229,3,1955,1975,1491.0,1583,1646,3,0,4,TA,2,488.0,15963,FV,335128
MeadowV,3131,5,1997,2010,819.0,1517,1614,1,0,5,TA,1,242.0,2933,RM,422390
Somerst,2699,1,1908,1948,18.0,1935,764,1,0,4,Fa,1,133.0,9449,RL,273187
Blmngtn,1219,10,1921,1921,364.0,578,641,2,1,4,TA,1,179.0,15971,RL,479809
Timber,1572,7,1912,1917,1323.0,670,902,2,1,5,Gd,0,0.0,6001,RL,408689
SWISU,3725,10,1988,2010,1030.0,2977,748,3,0,5,TA,3,513.0,14649,RH,666419
Somerst,1358,1,1947,1969,1784.0,556,802,1,0,4,Gd,0,0.0,2313,C (all),242810
StoneBr,1816,9,1917,1959,,1333,483,2,0,3,Gd,0,0.0,17579,FV,427796
Blueste,2103,8,1975,2010,1140.0,1148,955,3,1,5,Gd,3,381.0,4599,RM,488519
Veenker,549,7,1939,1961,579.0,404,145,3,0,1,Gd,1,,2806,RL,305009
MeadowV,3211,10,1916,1947,1530.0,1996,1215,3,0,2,TA,3,348.0,6103,RL,622950
NridgHt,3078,7,1914,1943,545.0,2341,737,2,1,3,TA,2,314.0,18661,RL,558348
OldTown,3631,5,2005,2010,1729.0,2797,834,2,0,5,TA,1,226.0,19501,RL,468667
StoneBr,3738,5,1914,1956,324.0,1508,2230,1,1,5,Gd,3,324.0,16060,RL,465058
SawyerW,3773,5,1978,1995,54.0,1623,2150,1,1,3,Gd,0,0.0,12126,FV,433263
NAmes,3404,1,1962,1984,777.0,1702,1702,3,1,2,Gd,3,561.0,15121,RH,331527
Mitchel,645,8,1938,1952,991.0,430,215,3,1,4,TA,1,161.0,14307,RL,369170
Somerst,1414,1,1912,1944,41.0,1068,346,2,1,1,Gd,2,236.0,17086,RL,238641
Blmngtn,3540,4,1980,2000,1320.0,2067,1473,2,0,5,TA,0,0.0,10440,RL,411301
NoRidge,1962,9,1931,1969,1996.0,1261,701,1,0,2,Gd,2,412.0,8098,RL,600719
StoneBr,2789,9,1908,1930,230.0,1325,1464,1,1,1,Gd,2,,18157,RL,631178
ClearCr,1080,5,1939,1965,452.0,779,301,1,1,3,TA,0,,1867,RL,243091
CollgCr,3234,4,1919,1963,1913.0,2544,690,2,0,5,TA,3,666.0,12924,FV,431879
ClearCr,2084,3,1989,2010,393.0,1057,1027,3,0,4,Gd,3,492.0,13515,RM,379972
Timber,982,3,1990,2007,1545.0,587,395,1,1,3,TA,2,446.0,9266,RM,231343
NAmes,3679,5,1984,2007,1381.0,1598,2081,1,0,5,Fa,3,306.0,19942,RL,450949
MeadowV,1749,10,1981,2010,1467.0,1090,659,2,0,2,Fa,1,237.0,9420,RL,478913
CollgCr,1172,1,1976,2010,1151.0,704,468,1,1,1,TA,2,240.0,17579,RL,256143
IDOTRR,1130,5,1979,2010,690.0,517,613,3,0,1,TA,2,272.0,12636,RM,249024
Somerst,3208,6,1972,1978,1428.0,1850,1358,2,0,5,Gd,2,228.0,5610,FV,499374
Mitchel,1161,7,1962,2010,391.0,619,542,1,0,3,TA,1,186.0,14487,RL,323042
NridgHt,3352,9,1975,2010,1216.0,2040,1312,1,0,4,Gd,2,438.0,15389,RM,569598
NoRidge,2966,3,1943,1962,603.0,1881,1085,2,1,2,Fa,3,708.0,3282,RL,357071
SawyerW,1487,2,1937,1963,880.0,599,888,2,0,5,Ex,3,429.0,2396,RL,248589
NridgHt,3731,3,1982,1987,1766.0,2628,1103,1,1,2,Gd,3,414.0,14882,RM,449230
Crawfor,2046,9,1959,1985,1101.0,1401,645,3,0,1,TA,3,696.0,7797,RM,494480
CollgCr,1149,7,1970,1978,84.0,627,522,2,1,4,Gd,2,248.0,14845,RL,423102
Somerst,1468,9,1998,2010,1053.0,618,850,3,1,2,Gd,1,155.0,12882,RL,574477
Gilbert,3137,2,1947,1977,1748.0,2202,935,1,0,5,TA,0,0.0,16678,RL,356645
SWISU,1600,5,1917,1937,48.0,1251,349,3,1,4,TA,3,567.0,12164,RL,297484
Sawyer,3056,4,1915,1940,1800.0,1515,1541,1,1,3,TA,0,0.0,5579,FV,322181
Mitchel,940,2,1954,1993,,497,443,1,1,5,Gd,0,0.0,18357,RL,198923
BrDale,3825,9,1938,1985,68.0,1811,2014,1,1,2,TA,2,422.0,8612,RL,558383
Sawyer,1420,9,1967,2010,1081.0,895,525,1,1,4,Gd,3,525.0,16740,RL,518464
NAmes,1269,6,1958,1970,696.0,586,683,3,0,5,Gd,3,708.0,3669,FV,282538
Veenker,1843,6,1988,2010,1597.0,999,844,1,1,4,TA,3,711.0,17492,RM,391787
SawyerW,2326,8,1995,2010,478.0,1578,748,1,1,4,TA,0,0.0,18750,RM,481278
OldTown,762,6,1961,1980,819.0,475,287,3,0,4,Gd,3,483.0,6732,RL,295164
Veenker,2077,1,2003,2010,1468.0,1151,926,2,0,2,TA,3,567.0,1987,C (all),265109
ClearCr,3945,4,1912,1939,1319.0,2241,1704,3,1,5,Gd,1,159.0,14475,RL,421352
CollgCr,3184,7,2008,2010,1701.0,1989,1195,3,0,1,Gd,2,492.0,1368,RL,550851
Mitchel,3738,2,1980,2007,1194.0,1503,2235,3,0,1,Gd,3,,11595,FV,433770
BrkSide,3006,9,2000,2010,1598.0,1296,1710,1,0,2,Fa,3,411.0,8074,RL,556439
Timber,1498,8,1905,1906,146.0,1127,371,1,0,2,TA,2,466.0,18103,RL,412121
BrkSide,3851,8,1982,2006,1507.0,1660,2191,1,0,4,TA,2,484.0,13490,RL,536891
NridgHt,1199,7,1976,2010,1329.0,818,381,2,0,5,TA,0,0.0,12089,RL,370650
MeadowV,2849,4,1959,1999,1696.0,2188,661,1,1,5,TA,0,0.0,8191,RL,352454
SWISU,2103,2,1989,1994,1676.0,1068,1035,2,1,3,Gd,0,0.0,11616,FV,273665
Somerst,1741,3,1913,1923,1869.0,954,787,1,0,3,Gd,2,304.0,1739,RL,264700
BrDale,1625,6,1994,2010,1015.0,1019,606,3,0,1,Gd,1,161.0,18892,RL,353944
Crawfor,3101,5,1953,1958,608.0,2334,767,1,1,3,TA,3,366.0,8766,C (all),417650
Timber,2835,8,1903,1947,445.0,2202,633,2,0,3,Fa,2,286.0,18937,RH,383259
Mitchel,1690,6,1938,1948,220.0,1175,515,2,1,1,Gd,1,151.0,4509,RL,320640
NAmes,3168,6,1971,1984,1578.0,1376,1792,1,0,1,Gd,2,290.0,4849,RL,484505
Gilbert,1505,1,1924,1925,1968.0,1004,501,3,1,3,Gd,1,246.0,18298,RL,281776
IDOTRR,535,4,1976,2010,1827.0,301,234,1,1,5,TA,2,366.0,4378,RL,192844
NPkVill,1243,5,1931,1933,1401.0,731,512,1,0,3,Gd,2,292.0,4790,RL,299828
SWISU,2264,3,1958,1992,1643.0,950,1314,1,0,4,Gd,1,190.0,4843,RL,334016
NridgHt,852,9,2001,2010,1289.0,405,447,3,0,4,TA,1,151.0,19584,RL,502076
BrkSide,2422,1,1962,1985,94.0,1734,688,2,0,4,TA,1,123.0,8051,RL,247551
Veenker,572,6,1937,1955,261.0,332,240,3,1,2,Ex,1,244.0,16206,RL,253865
NAmes,3195,6,1991,2008,1848.0,1663,1532,2,0,4,Ex,1,188.0,19396,RL,551924
Crawfor,1876,10,1952,2000,896.0,1038,838,2,1,5,TA,1,163.0,15725,RL,628520
Crawfor,2414,5,1993,2010,1094.0,1790,624,2,0,2,Gd,1,,13111,RL,425703
CollgCr,1593,5,1966,2010,1977.0,1114,479,3,1,2,Fa,1,163.0,18878,RL,329436
OldTown,2972,10,1927,1961,218.0,1512,1460,1,0,4,TA,2,370.0,8081,RL,594670
Blmngtn,3546,5,1902,1902,1556.0,1585,1961,1,0,3,Ex,1,,19062,RL,538361
OldTown,1207,6,2008,2010,91.0,604,603,1,1,1,Gd,1,158.0,16863,RM,332288
